Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Unit_Price,Discount,Sales,Cost,Profit,State,City,Payment_Method,Order_Status,Customer_Segment
ORD100168,2025-04-08,CUST1147,Backpack,Bags,3,1800,0.0,5400.0,4134.91,1265.09,West Bengal,Durgapur,Debit Card,Delivered,Small Business
ORD100169,2025-08-14,CUST1198,Mouse,Accessories,3,900,0.1,2430.0,2148.35,281.65,Gujarat,Ahmedabad,Debit Card,Delivered,Corporate
ORD100170,2025-08-06,CUST1041,Jeans,Fashion,5,1800,0.05,8550.0,6986.27,1563.73,Tamil Nadu,Coimbatore,Cash on Delivery,Returned,Consumer
ORD100171,2025-06-01,CUST1157,Backpack,Bags,1,1800,0.0,1800.0,1209.86,590.14,Gujarat,Surat,Cash on Delivery,Returned,Small Business
ORD100172,2025-06-30,CUST1223,Office Chair,Furniture,4,8500,0.05,32300.0,23744.53,8555.47,Maharashtra,Nagpur,Debit Card,Delivered,Consumer
ORD100173,2025-01-16,CUST1074,T-Shirt,Fashion,5,900,0.2,3600.0,3372.62,227.38,West Bengal,Durgapur,Net Banking,Cancelled,Consumer
ORD100174,2025-10-18,CUST1017,Headphones,Electronics,3,2500,0.05,7125.0,5131.71,1993.29,Delhi,New Delhi,Net Banking,Delivered,Small Business
ORD100175,2025-09-29,CUST1188,Desk,Furniture,4,6500,0.0,26000.0,18882.83,7117.17,Rajasthan,Jodhpur,Cash on Delivery,Delivered,Small Business
ORD100176,2025-09-23,CUST1199,Keyboard,Accessories,1,1800,0.2,1440.0,1153.68,286.32,Karnataka,Bengaluru,Net Banking,Delivered,Corporate
ORD100177,2025-09-09,CUST1103,Coffee Maker,Home Appliances,2,4500,0.15,7650.0,5965.44,1684.56,Gujarat,Surat,UPI,Delivered,Consumer
ORD100178,2025-06-13,CUST1178,Desk,Furniture,4,6500,0.0,26000.0,20236.14,5763.86,Maharashtra,Nagpur,UPI,Returned,Small Business
ORD100179,2025-03-04,CUST1103,Keyboard,Accessories,2,1800,0.05,3420.0,2562.93,857.07,Gujarat,Ahmedabad,Credit Card,Delivered,Corporate
ORD100180,2025-02-14,CUST1034,Laptop,Electronics,4,55000,0.15,187000.0,138280.93,48719.07,Rajasthan,Jodhpur,Debit Card,Cancelled,Small Business
ORD100181,2025-06-12,CUST1038,Jeans,Fashion,4,1800,0.15,6120.0,4436.82,1683.18,Tamil Nadu,Coimbatore,Cash on Delivery,Cancelled,Small Business
ORD100182,2025-03-08,CUST1222,Backpack,Bags,5,1800,0.2,7200.0,6563.82,636.18,Rajasthan,Jaipur,Net Banking,Delivered,Consumer
ORD100183,2025-12-30,CUST1116,Backpack,Bags,2,1800,0.0,3600.0,2415.55,1184.45,Maharashtra,Pune,Debit Card,Returned,Corporate
ORD100184,2025-05-21,CUST1065,Mixer Grinder,Home Appliances,2,3800,0.2,6080.0,6159.02,-79.02,Delhi,Delhi,Debit Card,Returned,Small Business
ORD100185,2025-12-04,CUST1173,Smartphone,Electronics,5,25000,0.15,106250.0,79240.34,27009.66,Telangana,Hyderabad,Net Banking,Delivered,Consumer
ORD100186,2025-11-24,CUST1016,Smartphone,Electronics,2,25000,0.15,42500.0,34582.45,7917.55,Uttar Pradesh,Varanasi,Cash on Delivery,Returned,Corporate
ORD100187,2025-08-21,CUST1038,T-Shirt,Fashion,2,900,0.2,1440.0,1240.81,199.19,Gujarat,Surat,UPI,Delivered,Corporate
ORD100188,2025-06-10,CUST1164,Office Chair,Furniture,2,8500,0.05,16150.0,12468.91,3681.09,Tamil Nadu,Coimbatore,Debit Card,Cancelled,Consumer
ORD100189,2025-05-17,CUST1231,Coffee Maker,Home Appliances,3,4500,0.0,13500.0,9485.42,4014.58,Rajasthan,Jaipur,Credit Card,Delivered,Consumer
ORD100190,2025-03-23,CUST1168,Laptop,Electronics,5,55000,0.1,247500.0,180020.35,67479.65,Gujarat,Surat,Net Banking,Delivered,Consumer
ORD100191,2025-06-07,CUST1255,Coffee Maker,Home Appliances,5,4500,0.1,20250.0,15968.86,4281.14,Maharashtra,Pune,UPI,Delivered,Corporate
ORD100192,2025-01-26,CUST1145,Backpack,Bags,2,1800,0.15,3060.0,2439.49,620.51,Tamil Nadu,Chennai,Cash on Delivery,Returned,Small Business
ORD100193,2025-08-09,CUST1069,T-Shirt,Fashion,5,900,0.0,4500.0,3538.7,961.3,Tamil Nadu,Coimbatore,Debit Card,Delivered,Corporate
ORD100194,2025-07-05,CUST1284,Mouse,Accessories,1,900,0.15,765.0,651.24,113.76,Uttar Pradesh,Kanpur,Debit Card,Delivered,Corporate
ORD100195,2025-03-07,CUST1050,Backpack,Bags,5,1800,0.2,7200.0,6609.87,590.13,Tamil Nadu,Coimbatore,Cash on Delivery,Delivered,Corporate
ORD100196,2025-09-14,CUST1021,Backpack,Bags,2,1800,0.15,3060.0,2563.23,496.77,Rajasthan,Jaipur,UPI,Delivered,Consumer
ORD100197,2025-09-21,CUST1072,Jeans,Fashion,5,1800,0.1,8100.0,5694.9,2405.1,Rajasthan,Jodhpur,Debit Card,Returned,Corporate
ORD100198,2025-09-18,CUST1273,Headphones,Electronics,5,2500,0.05,11875.0,8895.12,2979.88,West Bengal,Durgapur,Cash on Delivery,Returned,Corporate
ORD100199,2025-08-02,CUST1299,Desk,Furniture,3,6500,0.2,15600.0,12170.2,3429.8,Uttar Pradesh,Varanasi,Debit Card,Delivered,Small Business
ORD100200,2025-09-26,CUST1195,Desk,Furniture,1,6500,0.15,5525.0,4587.04,937.96,Gujarat,Ahmedabad,Credit Card,Delivered,Consumer
ORD100201,2025-03-19,CUST1212,Shoes,Fashion,1,3200,0.1,2880.0,2140.84,739.16,Delhi,New Delhi,Credit Card,Cancelled,Small Business
ORD100202,2025-04-17,CUST1288,Coffee Maker,Home Appliances,1,4500,0.2,3600.0,2836.7,763.3,Bihar,Gaya,Debit Card,Cancelled,Small Business
ORD100203,2025-07-01,CUST1136,Office Chair,Furniture,4,8500,0.15,28900.0,22960.61,5939.39,Rajasthan,Jaipur,Net Banking,Cancelled,Consumer
ORD100204,2025-12-27,CUST1107,Smartwatch,Electronics,2,5000,0.05,9500.0,7696.58,1803.42,Gujarat,Surat,Cash on Delivery,Delivered,Corporate
ORD100205,2025-10-06,CUST1195,Mouse,Accessories,3,900,0.0,2700.0,1960.65,739.35,Telangana,Warangal,Cash on Delivery,Delivered,Consumer
ORD100206,2025-12-02,CUST1132,Keyboard,Accessories,1,1800,0.05,1710.0,1445.91,264.09,Uttar Pradesh,Varanasi,Cash on Delivery,Delivered,Consumer
ORD100207,2025-02-25,CUST1123,Mixer Grinder,Home Appliances,5,3800,0.2,15200.0,12535.38,2664.62,Telangana,Warangal,Credit Card,Delivered,Small Business
ORD100208,2025-06-19,CUST1242,Air Fryer,Home Appliances,2,6500,0.0,13000.0,8086.57,4913.43,Telangana,Hyderabad,UPI,Delivered,Consumer
ORD100209,2025-05-28,CUST1165,Backpack,Bags,4,1800,0.1,6480.0,5350.45,1129.55,Maharashtra,Pune,Debit Card,Delivered,Consumer
ORD100210,2025-01-20,CUST1090,T-Shirt,Fashion,5,900,0.2,3600.0,3415.89,184.11,Bihar,Patna,Cash on Delivery,Delivered,Consumer
ORD100211,2025-05-29,CUST1020,Mixer Grinder,Home Appliances,2,3800,0.2,6080.0,6168.68,-88.68,West Bengal,Durgapur,UPI,Delivered,Small Business
ORD100212,2025-10-06,CUST1269,Shoes,Fashion,3,3200,0.1,8640.0,7848.98,791.02,Delhi,Delhi,Cash on Delivery,Delivered,Small Business
ORD100213,2025-08-23,CUST1132,Desk,Furniture,1,6500,0.05,6175.0,4132.37,2042.63,Gujarat,Ahmedabad,Credit Card,Delivered,Small Business
ORD100214,2025-07-27,CUST1219,Mouse,Accessories,2,900,0.15,1530.0,1419.03,110.97,Gujarat,Ahmedabad,Net Banking,Delivered,Consumer
ORD100215,2025-05-08,CUST1004,Office Chair,Furniture,2,8500,0.1,15300.0,11410.27,3889.73,Delhi,New Delhi,Debit Card,Cancelled,Consumer
ORD100216,2025-01-06,CUST1134,Desk,Furniture,3,6500,0.15,16575.0,14801.17,1773.83,Gujarat,Surat,Debit Card,Delivered,Consumer
ORD100217,2025-09-15,CUST1160,T-Shirt,Fashion,3,900,0.0,2700.0,1860.82,839.18,Delhi,Delhi,UPI,Delivered,Corporate
ORD100218,2025-11-07,CUST1192,Shoes,Fashion,2,3200,0.1,5760.0,4055.69,1704.31,Karnataka,Bengaluru,Cash on Delivery,Returned,Corporate
ORD100219,2025-02-11,CUST1270,Coffee Maker,Home Appliances,2,4500,0.2,7200.0,6894.38,305.62,Telangana,Hyderabad,Cash on Delivery,Returned,Small Business
ORD100220,2025-04-14,CUST1294,Mouse,Accessories,1,900,0.15,765.0,718.77,46.23,Delhi,New Delhi,Net Banking,Delivered,Consumer
ORD100221,2025-10-26,CUST1251,Mouse,Accessories,1,900,0.2,720.0,580.67,139.33,Telangana,Warangal,UPI,Returned,Corporate
ORD100222,2025-10-16,CUST1030,Coffee Maker,Home Appliances,2,4500,0.15,7650.0,6222.54,1427.46,Uttar Pradesh,Kanpur,Net Banking,Cancelled,Small Business
ORD100223,2025-04-22,CUST1297,Coffee Maker,Home Appliances,4,4500,0.05,17100.0,14033.15,3066.85,Gujarat,Ahmedabad,UPI,Delivered,Corporate
ORD100224,2025-07-29,CUST1093,Mouse,Accessories,1,900,0.1,810.0,546.28,263.72,Delhi,New Delhi,Credit Card,Cancelled,Corporate
ORD100225,2025-12-05,CUST1277,Air Fryer,Home Appliances,4,6500,0.1,23400.0,16059.03,7340.97,West Bengal,Durgapur,Credit Card,Delivered,Consumer
ORD100226,2025-04-25,CUST1002,Headphones,Electronics,5,2500,0.0,12500.0,9501.61,2998.39,Telangana,Warangal,UPI,Delivered,Corporate
ORD100227,2025-05-07,CUST1236,T-Shirt,Fashion,5,900,0.1,4050.0,3515.13,534.87,Telangana,Warangal,Debit Card,Delivered,Corporate
ORD100228,2025-01-09,CUST1124,Smartwatch,Electronics,4,5000,0.15,17000.0,15370.64,1629.36,Delhi,New Delhi,Credit Card,Delivered,Consumer
ORD100229,2025-01-25,CUST1126,Shoes,Fashion,5,3200,0.2,12800.0,12075.57,724.43,Uttar Pradesh,Kanpur,UPI,Cancelled,Corporate
ORD100230,2025-05-29,CUST1120,Smartwatch,Electronics,1,5000,0.0,5000.0,3554.29,1445.71,Telangana,Hyderabad,Net Banking,Delivered,Small Business
ORD100231,2025-09-24,CUST1114,Shoes,Fashion,3,3200,0.0,9600.0,7841.79,1758.21,Rajasthan,Jaipur,Cash on Delivery,Delivered,Corporate
ORD100232,2025-06-26,CUST1196,Laptop,Electronics,4,55000,0.15,187000.0,155988.05,31011.95,Telangana,Hyderabad,Net Banking,Delivered,Small Business
ORD100233,2025-10-03,CUST1243,Office Chair,Furniture,3,8500,0.1,22950.0,16331.56,6618.44,West Bengal,Kolkata,Credit Card,Delivered,Corporate
ORD100234,2025-08-02,CUST1286,Mixer Grinder,Home Appliances,1,3800,0.15,3230.0,2625.0,605.0,Maharashtra,Pune,Net Banking,Delivered,Corporate
ORD100235,2025-08-19,CUST1190,Smartwatch,Electronics,3,5000,0.2,12000.0,9260.93,2739.07,Gujarat,Ahmedabad,UPI,Returned,Small Business
ORD100236,2025-11-05,CUST1021,Mixer Grinder,Home Appliances,3,3800,0.1,10260.0,8529.57,1730.43,Karnataka,Bengaluru,UPI,Delivered,Small Business
ORD100237,2025-06-20,CUST1156,Jeans,Fashion,4,1800,0.0,7200.0,5697.25,1502.75,Telangana,Hyderabad,UPI,Delivered,Consumer
ORD100238,2025-04-15,CUST1204,Jeans,Fashion,2,1800,0.2,2880.0,2638.69,241.31,Delhi,Delhi,Credit Card,Returned,Corporate
ORD100239,2025-06-07,CUST1134,Coffee Maker,Home Appliances,4,4500,0.15,15300.0,13368.94,1931.06,Gujarat,Surat,Debit Card,Returned,Corporate
ORD100240,2025-07-31,CUST1024,Desk,Furniture,3,6500,0.0,19500.0,13290.32,6209.68,Delhi,Delhi,Net Banking,Delivered,Small Business
ORD100241,2025-08-02,CUST1152,Headphones,Electronics,5,2500,0.15,10625.0,9092.64,1532.36,Uttar Pradesh,Varanasi,Credit Card,Delivered,Corporate
ORD100242,2025-12-17,CUST1173,Smartwatch,Electronics,4,5000,0.15,17000.0,14880.28,2119.72,West Bengal,Kolkata,Debit Card,Cancelled,Small Business
ORD100243,2025-03-28,CUST1072,T-Shirt,Fashion,2,900,0.2,1440.0,1394.81,45.19,Tamil Nadu,Coimbatore,Net Banking,Cancelled,Consumer
ORD100244,2025-02-08,CUST1025,Air Fryer,Home Appliances,5,6500,0.0,32500.0,25499.34,7000.66,Telangana,Hyderabad,UPI,Cancelled,Consumer
ORD100245,2025-08-22,CUST1192,Mixer Grinder,Home Appliances,2,3800,0.0,7600.0,4925.7,2674.3,Karnataka,Bengaluru,UPI,Returned,Small Business
ORD100246,2025-10-10,CUST1211,T-Shirt,Fashion,4,900,0.0,3600.0,2165.24,1434.76,Bihar,Gaya,UPI,Delivered,Small Business
ORD100247,2025-12-12,CUST1221,Jeans,Fashion,1,1800,0.15,1530.0,1402.01,127.99,Gujarat,Surat,Credit Card,Delivered,Consumer
ORD100248,2025-07-01,CUST1137,Backpack,Bags,2,1800,0.15,3060.0,2576.95,483.05,Maharashtra,Mumbai,Cash on Delivery,Delivered,Corporate
ORD100249,2025-02-11,CUST1017,Office Chair,Furniture,2,8500,0.05,16150.0,12758.32,3391.68,Tamil Nadu,Chennai,UPI,Cancelled,Corporate
ORD100250,2025-03-29,CUST1043,Office Chair,Furniture,1,8500,0.2,6800.0,5117.67,1682.33,Telangana,Warangal,Cash on Delivery,Cancelled,Small Business
ORD100251,2025-12-21,CUST1291,Coffee Maker,Home Appliances,5,4500,0.0,22500.0,14637.34,7862.66,Rajasthan,Jaipur,Cash on Delivery,Delivered,Consumer
ORD100252,2025-04-02,CUST1162,Air Fryer,Home Appliances,5,6500,0.15,27625.0,24205.48,3419.52,Delhi,Delhi,UPI,Delivered,Small Business
ORD100253,2025-10-18,CUST1200,Headphones,Electronics,3,2500,0.0,7500.0,5430.53,2069.47,West Bengal,Kolkata,Net Banking,Delivered,Corporate
ORD100254,2025-06-27,CUST1028,Coffee Maker,Home Appliances,1,4500,0.15,3825.0,3438.0,387.0,Maharashtra,Nagpur,UPI,Cancelled,Consumer
ORD100255,2025-07-23,CUST1168,Mixer Grinder,Home Appliances,5,3800,0.15,16150.0,15391.31,758.69,Delhi,Delhi,UPI,Delivered,Corporate
ORD100256,2025-12-15,CUST1300,Desk,Furniture,5,6500,0.1,29250.0,22587.71,6662.29,Karnataka,Mysuru,Cash on Delivery,Delivered,Small Business
ORD100257,2025-12-31,CUST1079,Keyboard,Accessories,1,1800,0.05,1710.0,1141.07,568.93,Karnataka,Bengaluru,Cash on Delivery,Delivered,Corporate
ORD100258,2025-05-19,CUST1053,Smartphone,Electronics,3,25000,0.1,67500.0,50938.64,16561.36,Delhi,New Delhi,Credit Card,Delivered,Consumer
ORD100259,2025-10-11,CUST1048,Office Chair,Furniture,1,8500,0.0,8500.0,5267.59,3232.41,Tamil Nadu,Coimbatore,Net Banking,Returned,Corporate
ORD100260,2025-02-13,CUST1287,Mixer Grinder,Home Appliances,3,3800,0.1,10260.0,7812.6,2447.4,West Bengal,Kolkata,Credit Card,Returned,Small Business
ORD100261,2025-09-10,CUST1075,Headphones,Electronics,2,2500,0.05,4750.0,3331.24,1418.76,West Bengal,Kolkata,UPI,Delivered,Corporate
ORD100262,2025-05-07,CUST1254,Keyboard,Accessories,4,1800,0.0,7200.0,4892.02,2307.98,West Bengal,Durgapur,Net Banking,Returned,Consumer
ORD100263,2025-06-20,CUST1195,Desk,Furniture,3,6500,0.0,19500.0,15770.45,3729.55,Delhi,New Delhi,Debit Card,Cancelled,Corporate
ORD100264,2025-12-22,CUST1103,Office Chair,Furniture,3,8500,0.05,24225.0,18684.02,5540.98,Bihar,Patna,Cash on Delivery,Delivered,Consumer
ORD100265,2025-06-16,CUST1193,Office Chair,Furniture,4,8500,0.15,28900.0,26249.17,2650.83,Rajasthan,Jodhpur,Debit Card,Cancelled,Corporate
ORD100266,2025-10-09,CUST1014,Smartphone,Electronics,5,25000,0.15,106250.0,79948.0,26302.0,Bihar,Patna,Cash on Delivery,Delivered,Corporate
ORD100267,2025-11-21,CUST1156,Coffee Maker,Home Appliances,4,4500,0.2,14400.0,12777.24,1622.76,Gujarat,Ahmedabad,Credit Card,Delivered,Small Business
ORD100268,2025-09-03,CUST1299,Headphones,Electronics,1,2500,0.1,2250.0,2044.89,205.11,West Bengal,Durgapur,Cash on Delivery,Returned,Small Business
ORD100269,2025-10-02,CUST1044,Air Fryer,Home Appliances,3,6500,0.2,15600.0,15541.7,58.3,West Bengal,Kolkata,UPI,Delivered,Small Business
ORD100270,2025-11-27,CUST1205,T-Shirt,Fashion,5,900,0.0,4500.0,3257.59,1242.41,Rajasthan,Jaipur,Debit Card,Cancelled,Consumer
ORD100271,2025-10-13,CUST1298,Laptop,Electronics,2,55000,0.15,93500.0,84073.84,9426.16,Delhi,Delhi,Net Banking,Delivered,Corporate
ORD100272,2025-06-26,CUST1013,Mouse,Accessories,5,900,0.2,3600.0,3195.46,404.54,West Bengal,Durgapur,Cash on Delivery,Delivered,Corporate
ORD100273,2025-08-22,CUST1106,Office Chair,Furniture,2,8500,0.05,16150.0,11366.47,4783.53,Delhi,New Delhi,Net Banking,Cancelled,Corporate
ORD100274,2025-01-23,CUST1059,Desk,Furniture,4,6500,0.05,24700.0,15984.24,8715.76,Delhi,Delhi,UPI,Delivered,Small Business
ORD100275,2025-03-23,CUST1170,Smartphone,Electronics,2,25000,0.15,42500.0,31918.99,10581.01,Maharashtra,Nagpur,Net Banking,Cancelled,Corporate
ORD100276,2025-07-22,CUST1015,Smartwatch,Electronics,2,5000,0.2,8000.0,7446.08,553.92,West Bengal,Kolkata,Net Banking,Delivered,Corporate
ORD100277,2025-05-23,CUST1033,Shoes,Fashion,1,3200,0.2,2560.0,2071.22,488.78,West Bengal,Durgapur,Net Banking,Delivered,Small Business
ORD100278,2025-12-10,CUST1251,Headphones,Electronics,2,2500,0.1,4500.0,3125.35,1374.65,Rajasthan,Jodhpur,Net Banking,Delivered,Small Business
ORD100279,2025-08-23,CUST1089,Office Chair,Furniture,5,8500,0.0,42500.0,28753.1,13746.9,Bihar,Gaya,Debit Card,Returned,Small Business
ORD100280,2025-04-04,CUST1192,Smartphone,Electronics,1,25000,0.0,25000.0,16679.59,8320.41,Maharashtra,Pune,Credit Card,Returned,Corporate
ORD100281,2025-09-07,CUST1276,Office Chair,Furniture,5,8500,0.1,38250.0,29455.41,8794.59,Bihar,Patna,Credit Card,Returned,Consumer
ORD100282,2025-11-14,CUST1028,Desk,Furniture,2,6500,0.05,12350.0,10208.08,2141.92,Gujarat,Ahmedabad,Debit Card,Delivered,Corporate
ORD100283,2025-07-29,CUST1252,Headphones,Electronics,5,2500,0.15,10625.0,9295.94,1329.06,Karnataka,Mysuru,Cash on Delivery,Cancelled,Corporate
ORD100284,2025-04-26,CUST1276,Headphones,Electronics,2,2500,0.05,4750.0,3035.96,1714.04,Delhi,New Delhi,Debit Card,Delivered,Corporate
ORD100285,2025-10-06,CUST1188,Shoes,Fashion,5,3200,0.0,16000.0,10542.97,5457.03,Tamil Nadu,Chennai,Net Banking,Delivered,Small Business
ORD100286,2025-12-01,CUST1127,Desk,Furniture,4,6500,0.0,26000.0,19809.86,6190.14,Telangana,Hyderabad,Debit Card,Delivered,Corporate
ORD100287,2025-05-02,CUST1108,Keyboard,Accessories,4,1800,0.0,7200.0,5548.6,1651.4,Rajasthan,Jaipur,Net Banking,Delivered,Small Business
ORD100288,2025-04-16,CUST1031,Shoes,Fashion,5,3200,0.0,16000.0,12362.67,3637.33,West Bengal,Kolkata,Net Banking,Delivered,Small Business
ORD100289,2025-10-21,CUST1137,Keyboard,Accessories,3,1800,0.2,4320.0,3587.65,732.35,Bihar,Patna,Net Banking,Delivered,Consumer
ORD100290,2025-03-09,CUST1128,Coffee Maker,Home Appliances,3,4500,0.2,10800.0,8476.86,2323.14,West Bengal,Kolkata,Credit Card,Delivered,Consumer
ORD100291,2025-11-18,CUST1213,Coffee Maker,Home Appliances,2,4500,0.15,7650.0,6652.16,997.84,West Bengal,Durgapur,Cash on Delivery,Cancelled,Consumer
ORD100292,2025-07-08,CUST1233,T-Shirt,Fashion,5,900,0.2,3600.0,2975.44,624.56,Delhi,Delhi,Cash on Delivery,Delivered,Small Business
ORD100293,2025-07-23,CUST1112,Laptop,Electronics,3,55000,0.0,165000.0,127883.11,37116.89,Delhi,Delhi,Cash on Delivery,Delivered,Corporate
ORD100294,2025-10-17,CUST1249,Keyboard,Accessories,3,1800,0.15,4590.0,3926.59,663.41,Rajasthan,Jodhpur,Debit Card,Delivered,Consumer
ORD100295,2025-01-01,CUST1220,Smartphone,Electronics,1,25000,0.0,25000.0,17427.07,7572.93,Tamil Nadu,Chennai,Credit Card,Delivered,Small Business
ORD100296,2025-02-12,CUST1191,Keyboard,Accessories,1,1800,0.2,1440.0,1222.73,217.27,Maharashtra,Pune,Credit Card,Delivered,Corporate
ORD100297,2025-02-18,CUST1001,T-Shirt,Fashion,4,900,0.2,2880.0,2232.23,647.77,Gujarat,Ahmedabad,Credit Card,Cancelled,Consumer
ORD100298,2025-01-05,CUST1176,Headphones,Electronics,5,2500,0.2,10000.0,8723.93,1276.07,Bihar,Patna,UPI,Cancelled,Small Business
ORD100299,2025-02-22,CUST1053,Headphones,Electronics,2,2500,0.1,4500.0,3098.26,1401.74,Tamil Nadu,Chennai,Debit Card,Delivered,Corporate
ORD100300,2025-01-05,CUST1085,Headphones,Electronics,2,2500,0.0,5000.0,3583.56,1416.44,West Bengal,Kolkata,Cash on Delivery,Delivered,Small Business
ORD100301,2025-04-22,CUST1045,Smartwatch,Electronics,5,5000,0.2,20000.0,17433.11,2566.89,Maharashtra,Pune,UPI,Delivered,Consumer
ORD100302,2025-05-07,CUST1142,Shoes,Fashion,4,3200,0.05,12160.0,9907.67,2252.33,West Bengal,Durgapur,UPI,Delivered,Small Business
ORD100303,2025-04-16,CUST1266,Shoes,Fashion,1,3200,0.2,2560.0,2536.58,23.42,Bihar,Gaya,Net Banking,Returned,Consumer
ORD100304,2025-02-27,CUST1124,Jeans,Fashion,1,1800,0.0,1800.0,1275.98,524.02,West Bengal,Durgapur,Cash on Delivery,Returned,Consumer
ORD100305,2025-10-19,CUST1216,Backpack,Bags,3,1800,0.0,5400.0,3699.56,1700.44,Uttar Pradesh,Varanasi,Debit Card,Returned,Small Business
ORD100306,2025-05-15,CUST1111,Headphones,Electronics,1,2500,0.15,2125.0,1537.14,587.86,Tamil Nadu,Chennai,UPI,Delivered,Corporate
ORD100307,2025-11-24,CUST1275,Backpack,Bags,4,1800,0.2,5760.0,4957.21,802.79,Gujarat,Surat,Net Banking,Returned,Consumer
ORD100308,2025-03-21,CUST1275,Keyboard,Accessories,1,1800,0.15,1530.0,1444.69,85.31,Delhi,Delhi,Debit Card,Cancelled,Small Business
ORD100309,2025-05-03,CUST1030,T-Shirt,Fashion,4,900,0.2,2880.0,2915.11,-35.11,Delhi,Delhi,Credit Card,Delivered,Corporate
ORD100310,2025-03-31,CUST1062,Smartphone,Electronics,3,25000,0.2,60000.0,57237.94,2762.06,Tamil Nadu,Chennai,UPI,Delivered,Small Business
ORD100311,2025-05-13,CUST1086,Laptop,Electronics,3,55000,0.15,140250.0,117775.19,22474.81,Maharashtra,Pune,Debit Card,Delivered,Small Business
ORD100312,2025-05-20,CUST1269,Coffee Maker,Home Appliances,1,4500,0.05,4275.0,3499.04,775.96,Gujarat,Ahmedabad,UPI,Delivered,Small Business
ORD100313,2025-09-13,CUST1291,Shoes,Fashion,4,3200,0.15,10880.0,8694.11,2185.89,Delhi,Delhi,Credit Card,Delivered,Consumer
ORD100314,2025-01-23,CUST1007,Keyboard,Accessories,2,1800,0.2,2880.0,2562.99,317.01,Delhi,New Delhi,Credit Card,Delivered,Corporate
ORD100315,2025-12-02,CUST1215,Mouse,Accessories,2,900,0.0,1800.0,1298.93,501.07,West Bengal,Kolkata,Credit Card,Delivered,Consumer
ORD100316,2025-09-15,CUST1027,Office Chair,Furniture,1,8500,0.15,7225.0,5797.15,1427.85,Rajasthan,Jodhpur,Credit Card,Delivered,Small Business
ORD100317,2025-06-09,CUST1168,Laptop,Electronics,4,55000,0.05,209000.0,169438.73,39561.27,West Bengal,Kolkata,UPI,Returned,Corporate
ORD100318,2025-11-15,CUST1125,Laptop,Electronics,3,55000,0.15,140250.0,127477.61,12772.39,Rajasthan,Jaipur,Cash on Delivery,Delivered,Small Business
ORD100319,2025-01-13,CUST1120,Desk,Furniture,2,6500,0.0,13000.0,10466.66,2533.34,Karnataka,Bengaluru,Net Banking,Delivered,Small Business
ORD100320,2025-06-07,CUST1054,Mixer Grinder,Home Appliances,1,3800,0.2,3040.0,2594.57,445.43,Uttar Pradesh,Varanasi,Credit Card,Returned,Consumer
ORD100321,2025-01-23,CUST1119,Office Chair,Furniture,2,8500,0.2,13600.0,11246.55,2353.45,Tamil Nadu,Chennai,Net Banking,Cancelled,Small Business
ORD100322,2025-03-10,CUST1202,Air Fryer,Home Appliances,1,6500,0.15,5525.0,4036.68,1488.32,Rajasthan,Jodhpur,UPI,Returned,Small Business
ORD100323,2025-06-11,CUST1202,Laptop,Electronics,2,55000,0.05,104500.0,72315.98,32184.02,West Bengal,Kolkata,Debit Card,Delivered,Corporate
ORD100324,2025-10-27,CUST1056,Keyboard,Accessories,2,1800,0.0,3600.0,2777.71,822.29,Karnataka,Bengaluru,Credit Card,Delivered,Consumer
ORD100325,2025-04-17,CUST1232,Desk,Furniture,4,6500,0.0,26000.0,18665.49,7334.51,Tamil Nadu,Coimbatore,Debit Card,Cancelled,Corporate
ORD100326,2025-12-27,CUST1021,Mixer Grinder,Home Appliances,2,3800,0.2,6080.0,5068.65,1011.35,Delhi,New Delhi,Credit Card,Delivered,Consumer
ORD100327,2025-06-03,CUST1134,Smartphone,Electronics,4,25000,0.15,85000.0,61076.91,23923.09,Karnataka,Mysuru,Credit Card,Delivered,Corporate
ORD100328,2025-03-13,CUST1063,Mixer Grinder,Home Appliances,1,3800,0.1,3420.0,2365.19,1054.81,Tamil Nadu,Chennai,UPI,Delivered,Consumer
ORD100329,2025-11-27,CUST1044,Headphones,Electronics,3,2500,0.2,6000.0,5539.99,460.01,Karnataka,Mysuru,Net Banking,Returned,Corporate
ORD100330,2025-08-16,CUST1066,Air Fryer,Home Appliances,1,6500,0.0,6500.0,5190.57,1309.43,Delhi,New Delhi,UPI,Delivered,Consumer
ORD100331,2025-07-22,CUST1255,Laptop,Electronics,2,55000,0.15,93500.0,76482.38,17017.62,Tamil Nadu,Chennai,UPI,Cancelled,Small Business
ORD100332,2025-08-17,CUST1077,Office Chair,Furniture,2,8500,0.0,17000.0,11228.43,5771.57,Maharashtra,Pune,UPI,Returned,Small Business
ORD100333,2025-09-03,CUST1032,Shoes,Fashion,4,3200,0.1,11520.0,10165.9,1354.1,Karnataka,Mysuru,UPI,Delivered,Corporate
ORD100334,2025-10-06,CUST1010,Headphones,Electronics,5,2500,0.0,12500.0,9234.57,3265.43,West Bengal,Kolkata,Cash on Delivery,Delivered,Corporate
ORD100335,2025-05-19,CUST1093,Backpack,Bags,5,1800,0.15,7650.0,6036.78,1613.22,Tamil Nadu,Coimbatore,UPI,Delivered,Small Business
ORD100336,2025-10-27,CUST1120,Smartwatch,Electronics,1,5000,0.1,4500.0,3582.38,917.62,Uttar Pradesh,Varanasi,Credit Card,Delivered,Consumer
